iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Min number of valids,Max number of valids,Avg number of valids,Min number of invalids,Max number of invalids,Avg number of invalids,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
19,C,Z,None,0.9122807017543859,0.8961038961038961,0.971830985915493,0.9324324324324325,0.9492302653128071,128,128.0,128,2,41,21.912280701754387,87,126,106.08771929824562,2.1456169220000447,0.01455620100023225,0.01779752207896404,0.03225030199973844
20,C,Z,None,0.868421052631579,0.8589743589743589,0.9436619718309859,0.8993288590604027,0.9536521454307239,128,128.0,128,3,43,22.035087719298247,85,125,105.96491228070175,2.039135115001045,0.014570101000572322,0.016945753596525736,0.023875502000009874
21,C,Z,None,0.8859649122807017,0.881578947368421,0.9436619718309859,0.9115646258503401,0.9613494923026531,128,128.0,128,1,40,22.06140350877193,88,127,105.93859649122807,1.9670374050001556,0.014565804000085336,0.016343841886019186,0.019378706001589308
22,C,Z,None,0.9122807017543859,0.9066666666666666,0.9577464788732394,0.9315068493150684,0.9400589584015722,128,128.0,128,3,44,21.464912280701753,84,125,106.53508771929825,1.9896490179999091,0.01477850499941269,0.016522021763066413,0.019314006000058725
23,C,Z,None,0.8771929824561403,0.8607594936708861,0.9577464788732394,0.9066666666666666,0.9474287585981003,128,128.0,128,3,40,21.93859649122807,88,125,106.06140350877193,1.9886211179982638,0.014456703998803277,0.016503730552629572,0.019872705999659956
24,C,Z,None,0.9035087719298246,0.8947368421052632,0.9577464788732394,0.9251700680272109,0.9380936783491648,128,128.0,128,2,45,21.649122807017545,83,126,106.35087719298245,2.1380247959987173,0.014667805000499357,0.017753546973660394,0.025609907999751158
25,C,Z,None,0.9122807017543859,0.9066666666666666,0.9577464788732394,0.9315068493150684,0.9554536521454307,128,128.0,128,3,42,22.263157894736842,86,125,105.73684210526316,2.0183472330008954,0.01439840999955777,0.016731887280672566,0.02246531600030721
1,C,Z,Basic,0.6403508771929824,0.6442307692307693,0.9436619718309859,0.7657142857142857,0.627906976744186,128,128.0,128,13,40,27.333333333333332,88,115,100.66666666666667,7.066609728000913,0.0458313029994315,0.060659740736905644,0.19122793600035948
2,C,Z,Basic,0.6403508771929824,0.6470588235294118,0.9295774647887324,0.7630057803468208,0.6835899115623977,128,128.0,128,16,38,27.87719298245614,90,112,100.12280701754386,6.377721147999182,0.046149602998411865,0.0547216380875972,0.08186160599871073
3,C,Z,Basic,0.7105263157894737,0.6979166666666666,0.9436619718309859,0.8023952095808383,0.7276449394038651,128,128.0,128,18,40,27.850877192982455,88,110,100.14912280701755,6.182278549998955,0.04506650199982687,0.053053794210491265,0.13811280500158318
4,C,Z,Basic,0.6228070175438597,0.64,0.9014084507042254,0.7485380116959064,0.6570586308548968,128,128.0,128,17,38,27.75438596491228,90,111,100.24561403508773,6.117230416999519,0.045589901999846916,0.05244653616663479,0.07976389400027983
5,C,Z,Basic,0.6140350877192983,0.6310679611650486,0.9154929577464789,0.7471264367816092,0.6485424172944645,128,128.0,128,16,43,27.596491228070175,85,112,100.40350877192982,6.209772488999079,0.04569769699992321,0.0532892850263587,0.07915630299976328
6,C,Z,Basic,0.6403508771929824,0.6530612244897959,0.9014084507042254,0.757396449704142,0.6333114968883067,128,128.0,128,15,38,27.49122807017544,90,113,100.50877192982456,6.301255020000099,0.04535690200100362,0.05405921156146003,0.13742340499993588
7,C,Z,Basic,0.6491228070175439,0.6476190476190476,0.9577464788732394,0.7727272727272727,0.7325581395348837,128,128.0,128,18,44,27.68421052631579,84,110,100.3157894736842,6.282414774999779,0.04587370199988072,0.0538941716666063,0.08746800299923052
8,C,Z,Basic,0.6578947368421053,0.6632653061224489,0.9154929577464789,0.7692307692307693,0.6490337373075663,128,128.0,128,15,42,26.87719298245614,86,113,101.12280701754386,6.226869770000121,0.0460645969997131,0.053460275192887104,0.06739969599948381
9,C,Z,Basic,0.6929824561403509,0.68,0.9577464788732394,0.7953216374269005,0.7165083524402227,128,128.0,128,18,39,27.50877192982456,89,110,100.49122807017544,6.361782820998997,0.04580319700107793,0.054584505526307975,0.13651308699991205
10,C,Z,Basic,0.6491228070175439,0.6631578947368421,0.8873239436619719,0.7590361445783133,0.656567310841795,128,128.0,128,16,43,27.666666666666668,85,112,100.33333333333333,6.277416725999501,0.0458294960008061,0.053871070535151694,0.06924389400046493
11,C,Z,Basic,0.6403508771929824,0.65,0.9154929577464789,0.7602339181286549,0.6737635113003604,128,128.0,128,20,43,27.93859649122807,85,108,100.06140350877193,6.355996649001099,0.045791894001013134,0.05453292075443435,0.09034818899999664
12,C,Z,Basic,0.7192982456140351,0.7096774193548387,0.9295774647887324,0.8048780487804879,0.733704552898788,128,128.0,128,19,41,27.614035087719298,87,109,100.3859649122807,6.312470602000758,0.044885801000418724,0.05418448548250142,0.1412532159993134
13,C,Z,Basic,0.6578947368421053,0.6632653061224489,0.9154929577464789,0.7692307692307693,0.6139862430396331,128,128.0,128,18,42,28.18421052631579,86,110,99.8157894736842,6.164179988998512,0.04561040099906677,0.05288994198253293,0.06858740100142313
14,C,Z,Basic,0.6754385964912281,0.67,0.9436619718309859,0.783625730994152,0.7173272191287258,128,128.0,128,12,38,27.105263157894736,90,116,100.89473684210526,6.583889554998677,0.04581229900031758,0.05652758033333508,0.13791219700033253
15,C,Z,Basic,0.7105263157894737,0.6979166666666666,0.9436619718309859,0.8023952095808383,0.80527350147396,128,128.0,128,17,43,27.81578947368421,85,111,100.1842105263158,6.19785336699897,0.04610840000168537,0.053122731298396515,0.06970169799933501
16,C,Z,Basic,0.6403508771929824,0.6442307692307693,0.9436619718309859,0.7657142857142857,0.5491320013101867,128,128.0,128,15,38,27.18421052631579,90,113,100.8157894736842,6.127148445000785,0.04554199999984121,0.05261187320181642,0.09271600100146316
17,C,Z,Basic,0.6403508771929824,0.65,0.9154929577464789,0.7602339181286549,0.61840812315755,128,128.0,128,18,40,27.55263157894737,88,110,100.44736842105263,6.217069141999673,0.045568400000775,0.05335484948245083,0.07446489999892947
18,C,Z,Basic,0.6666666666666666,0.6571428571428571,0.971830985915493,0.7840909090909091,0.5574844415329184,128,128.0,128,19,40,27.79824561403509,88,109,100.20175438596492,6.2895721919994685,0.045624502999999095,0.05400873235092213,0.13846750100128702
19,C,Z,Basic,0.6052631578947368,0.63,0.8873239436619719,0.7368421052631579,0.6554208974778906,128,128.0,128,15,43,27.614035087719298,85,113,100.3859649122807,6.15724884500014,0.046249003000411903,0.05282497927191,0.06742800500069279
20,C,Z,Basic,0.631578947368421,0.6464646464646465,0.9014084507042254,0.7529411764705882,0.6359318702915165,128,128.0,128,15,41,28.087719298245613,87,113,99.91228070175438,6.122229030999733,0.04618600100002368,0.052510249377168326,0.14487530299993523
21,C,Z,Basic,0.6929824561403509,0.6875,0.9295774647887324,0.7904191616766467,0.6803144448083852,128,128.0,128,16,40,27.92105263157895,88,112,100.07894736842105,6.332964064999032,0.04594160099986766,0.05433726194750259,0.08914560099947266
22,C,Z,Basic,0.6578947368421053,0.6666666666666666,0.9014084507042254,0.7664670658682635,0.6570586308548968,128,128.0,128,18,41,28.517543859649123,87,110,99.48245614035088,6.284033145000649,0.046349295998879825,0.053888839956064326,0.06920370099942375
23,C,Z,Basic,0.6491228070175439,0.6565656565656566,0.9154929577464789,0.7647058823529411,0.6755650180150672,128,128.0,128,16,41,27.596491228070175,87,112,100.40350877192982,6.3010667840007955,0.04599880100067821,0.054098955149161236,0.15235290199962037
24,C,Z,Basic,0.6929824561403509,0.6836734693877551,0.9436619718309859,0.7928994082840237,0.7106125122830003,128,128.0,128,13,38,27.50877192982456,90,115,100.49122807017544,6.140879171000051,0.046188700000129757,0.05269846200880828,0.06673390099967946
25,C,Z,Basic,0.631578947368421,0.6435643564356436,0.9154929577464789,0.7558139534883721,0.6963642319030462,128,128.0,128,12,43,27.17543859649123,85,116,100.82456140350877,6.246939821001433,0.04544730099951266,0.05363431245620488,0.07860980000077689
